  0  0   23.21       18.96       16.62       15.05       38.03       18.96       15.05       35.37       18.95       15.05    
  1  0 -0.6992      -1.137      -1.466      -1.737      0.1027E-01  -1.137      -1.737     -0.2571E-02  -1.138      -1.737    
  2  0 -0.4037     -0.5614     -0.6330     -0.6649      0.3788E-02 -0.5614     -0.6649     -0.1081E-01 -0.5616     -0.6650    
  3  0 -0.2172     -0.2486     -0.2280     -0.1887      0.5608E-03 -0.2486     -0.1887     -0.1180E-01 -0.2486     -0.1886    
  4  0 -0.1052     -0.8434E-01 -0.3592E-01  0.1822E-01 -0.6866E-03 -0.8434E-01  0.1823E-01 -0.9697E-02 -0.8426E-01  0.1827E-01
  5  0 -0.4234E-01 -0.5014E-02  0.4453E-01  0.9309E-01 -0.9804E-03 -0.5007E-02  0.9310E-01 -0.6950E-02 -0.4925E-02  0.9313E-01
  6  0 -0.9874E-02  0.2750E-01  0.6833E-01  0.1051     -0.8430E-03  0.2751E-01  0.1051     -0.4517E-02  0.2758E-01  0.1052    
  7  0  0.4774E-02  0.3580E-01  0.6570E-01  0.9064E-01 -0.6371E-03  0.3581E-01  0.9064E-01 -0.2781E-02  0.3586E-01  0.9066E-01
  8  0  0.9918E-02  0.3315E-01  0.5322E-01  0.6846E-01 -0.4883E-03  0.3315E-01  0.6846E-01 -0.1648E-02  0.3319E-01  0.6847E-01
  9  0  0.1050E-01  0.2668E-01  0.3911E-01  0.4732E-01 -0.3319E-03  0.2668E-01  0.4732E-01 -0.8926E-03  0.2671E-01  0.4733E-01
 10  0  0.9123E-02  0.1972E-01  0.2672E-01  0.3029E-01 -0.1526E-03  0.1972E-01  0.3029E-01 -0.3967E-03  0.1973E-01  0.3029E-01
 11  0  0.7002E-02  0.1351E-01  0.1693E-01  0.1772E-01 -0.1221E-03  0.1351E-01  0.1772E-01 -0.1984E-03  0.1352E-01  0.1772E-01
 12  0  0.5093E-02  0.8844E-02  0.1010E-01  0.9405E-02 -0.1144E-03  0.8846E-02  0.9404E-02 -0.1144E-03  0.8850E-02  0.9404E-02
 13  0  0.3696E-02  0.5686E-02  0.5734E-02  0.4392E-02 -0.3052E-04  0.5686E-02  0.4391E-02  0.3052E-04  0.5686E-02  0.4387E-02
 14  0  0.2438E-02  0.3305E-02  0.2741E-02  0.1214E-02 -0.1526E-04  0.3305E-02  0.1214E-02  0.3815E-04  0.3305E-02  0.1209E-02
 15  0  0.1587E-02  0.1825E-02  0.1037E-02 -0.3910E-03  0.3815E-05  0.1825E-02 -0.3910E-03  0.4578E-04  0.1825E-02 -0.3910E-03
 16  0  0.9995E-03  0.9174E-03  0.1078E-03 -0.1119E-02  0.2670E-04  0.9174E-03 -0.1119E-02  0.4578E-04  0.9117E-03 -0.1119E-02
 17  0  0.5379E-03  0.3071E-03 -0.4215E-03 -0.1404E-02 -0.3433E-04  0.3052E-03 -0.1404E-02 -0.3815E-04  0.3090E-03 -0.1403E-02
 18  0  0.4597E-03  0.2003E-03 -0.3920E-03 -0.1136E-02  0.2289E-04  0.2022E-03 -0.1137E-02  0.4196E-04  0.2041E-03 -0.1137E-02
 19  0  0.2117E-03 -0.5531E-04 -0.5512E-03 -0.1115E-02 -0.1907E-04 -0.5722E-04 -0.1114E-02 -0.1144E-04 -0.6104E-04 -0.1116E-02
 20  0  0.1507E-03 -0.8202E-04 -0.4549E-03 -0.8612E-03   0.000     -0.8011E-04 -0.8621E-03   0.000     -0.8011E-04 -0.8640E-03
 21  0  0.1431E-03 -0.5531E-04 -0.3386E-03 -0.6285E-03  0.3052E-04 -0.5722E-04 -0.6266E-03  0.4196E-04 -0.5722E-04 -0.6294E-03
 22  0  0.1144E-04 -0.1678E-03 -0.3891E-03 -0.5980E-03   0.000     -0.1678E-03 -0.5989E-03 -0.1144E-04 -0.1678E-03 -0.5941E-03
 23  0  0.5722E-05 -0.1297E-03 -0.2794E-03 -0.4148E-03 -0.1526E-04 -0.1278E-03 -0.4139E-03 -0.1526E-04 -0.1297E-03 -0.4206E-03
 24  0  0.5531E-04 -0.3815E-04 -0.1459E-03 -0.2356E-03  0.2289E-04 -0.3815E-04 -0.2375E-03  0.2670E-04 -0.4196E-04 -0.2327E-03
 25  0 -0.3815E-04 -0.1221E-03 -0.1984E-03 -0.2584E-03 -0.3815E-05 -0.1221E-03 -0.2575E-03 -0.2289E-04 -0.1221E-03 -0.2584E-03
 26  0  0.2480E-04 -0.2861E-04 -0.7343E-04 -0.1078E-03 -0.3815E-05 -0.3052E-04 -0.1068E-03 -0.3815E-05 -0.3052E-04 -0.1040E-03
 27  0  0.2670E-04 -0.1717E-04 -0.5531E-04 -0.7725E-04  0.2289E-04 -0.1717E-04 -0.7820E-04  0.1144E-04 -0.1717E-04 -0.8106E-04
 28  0 -0.3433E-04 -0.7820E-04 -0.1040E-03 -0.1202E-03  0.3815E-05 -0.7629E-04 -0.1202E-03 -0.1144E-04 -0.7248E-04 -0.1202E-03
 29  0 -0.6485E-04 -0.8583E-04 -0.1001E-03 -0.1030E-03 -0.4196E-04 -0.8774E-04 -0.1030E-03 -0.6104E-04 -0.8583E-04 -0.9918E-04
 30  0  0.1202E-03  0.1202E-03  0.1211E-03  0.1240E-03  0.1907E-04  0.1221E-03  0.1249E-03  0.3815E-04  0.1163E-03  0.1249E-03
 31  0 -0.5722E-05 -0.3052E-04 -0.5054E-04 -0.5627E-04  0.1526E-04 -0.3052E-04 -0.5722E-04  0.1526E-04 -0.3052E-04 -0.6008E-04
 32  0 -0.6294E-04 -0.8392E-04 -0.9537E-04 -0.9918E-04 -0.1907E-04 -0.8583E-04 -0.9823E-04 -0.2670E-04 -0.8583E-04 -0.9918E-04
